epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
82,29440,1.09716,0.84054,0.01584,0.92529,0.85238,0.92737,0.67371,1.04854,0.53219,0.01747,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,29782.1,1.09296,0.83211,0.01574,0.92568,0.85236,0.92773,0.67477,1.04535,0.53275,0.01742,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,30123.5,1.08533,0.81569,0.01585,0.92734,0.85101,0.9284,0.6758,1.04203,0.53132,0.01736,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,30466.6,1.08458,0.81765,0.01564,0.92617,0.85323,0.92868,0.67656,1.03872,0.53152,0.01728,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,30811.6,1.08247,0.82093,0.01555,0.92575,0.85817,0.92963,0.67757,1.03617,0.52995,0.01722,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,31157.6,1.07531,0.81808,0.01557,0.93074,0.85641,0.93051,0.67991,1.03321,0.52481,0.01717,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,31504.4,1.05859,0.79931,0.0152,0.93005,0.85803,0.93128,0.68089,1.02962,0.52359,0.01709,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,31848.5,1.06576,0.80387,0.01538,0.92962,0.85915,0.93151,0.68189,1.02622,0.52271,0.01702,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,32192.2,1.06386,0.8037,0.01536,0.91812,0.86613,0.93217,0.68356,1.02345,0.51971,0.01698,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,32554.7,0.82986,0.37942,0.01257,0.92967,0.85985,0.9335,0.68466,1.02192,0.51652,0.01695,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,32910.7,0.81867,0.36916,0.01239,0.92174,0.86779,0.93395,0.68581,1.02028,0.51417,0.01692,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,33268.7,0.81474,0.3665,0.01232,0.93017,0.86283,0.93405,0.68709,1.01697,0.51388,0.01686,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
