epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,508.646,0.69214,0.21917,0.00606,0.99967,1,0.995,0.87667,0.57813,0.15092,0.00746,0.0027505,0.000916833,0.0027505,0.000916833,0.0027505,0.000916833,0.0027505,0.000916833
55,517.553,0.65317,0.18344,0.00615,0.99995,1,0.995,0.87774,0.56908,0.15572,0.00732,0.00265776,0.00088592,0.00265776,0.00088592,0.00265776,0.00088592,0.00265776,0.00088592
56,526.456,0.64251,0.18158,0.00593,0.99996,1,0.995,0.88065,0.57054,0.15455,0.00735,0.00256539,0.00085513,0.00256539,0.00085513,0.00256539,0.00085513,0.00256539,0.00085513
57,535.191,0.66134,0.18456,0.00603,0.99916,1,0.995,0.87844,0.57447,0.15445,0.0074,0.00247348,0.000824492,0.00247348,0.000824492,0.00247348,0.000824492,0.00247348,0.000824492
58,544.046,0.64126,0.1843,0.00594,0.99267,1,0.995,0.87538,0.59119,0.16174,0.00762,0.00238211,0.000794038,0.00238211,0.000794038,0.00238211,0.000794038,0.00238211,0.000794038
59,552.956,0.63892,0.18947,0.00558,1,0.9996,0.995,0.88745,0.57223,0.15544,0.00732,0.00229139,0.000763797,0.00229139,0.000763797,0.00229139,0.000763797,0.00229139,0.000763797
60,561.738,0.64759,0.19743,0.0058,0.99938,1,0.995,0.88609,0.56782,0.15084,0.00731,0.0022014,0.000733799,0.0022014,0.000733799,0.0022014,0.000733799,0.0022014,0.000733799
61,570.465,0.65872,0.18781,0.00593,0.99947,1,0.995,0.88198,0.56271,0.15023,0.00724,0.00211222,0.000704073,0.00211222,0.000704073,0.00211222,0.000704073,0.00211222,0.000704073
62,579.5,0.6382,0.18792,0.00571,1,0.99899,0.995,0.88182,0.5626,0.15686,0.00723,0.00202395,0.000674649,0.00202395,0.000674649,0.00202395,0.000674649,0.00202395,0.000674649
63,588.368,0.62123,0.19392,0.00571,0.99911,1,0.995,0.88455,0.55749,0.15277,0.00716,0.00193667,0.000645557,0.00193667,0.000645557,0.00193667,0.000645557,0.00193667,0.000645557
64,597.214,0.64344,0.17878,0.00595,0.99906,1,0.995,0.88826,0.5467,0.15298,0.00704,0.00185047,0.000616824,0.00185047,0.000616824,0.00185047,0.000616824,0.00185047,0.000616824
65,605.846,0.64075,0.19012,0.00556,0.99931,0.99291,0.995,0.89735,0.54219,0.15826,0.00696,0.00176544,0.000588479,0.00176544,0.000588479,0.00176544,0.000588479,0.00176544,0.000588479
66,614.757,0.6527,0.18316,0.00586,0.99785,1,0.995,0.89649,0.54224,0.15234,0.00694,0.00168165,0.000560549,0.00168165,0.000560549,0.00168165,0.000560549,0.00168165,0.000560549
