epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
40,326.097,1.66003,1.14039,0.01663,0.81688,0.66667,0.78319,0.34943,2.0553,1.13232,0.02732,0.00403605,0.00134535,0.00403605,0.00134535,0.00403605,0.00134535,0.00403605,0.00134535
41,333.281,1.75525,1.197,0.01783,0.79413,0.77037,0.84906,0.37082,2.1079,0.94935,0.0284,0.00394778,0.00131593,0.00394778,0.00131593,0.00394778,0.00131593,0.00394778,0.00131593
42,340.41,1.69321,1.21948,0.01746,0.81234,0.7375,0.83269,0.36602,2.10605,1.046,0.02845,0.0038586,0.0012862,0.0038586,0.0012862,0.0038586,0.0012862,0.0038586,0.0012862
43,347.683,1.65496,1.13658,0.01678,0.88003,0.7037,0.82909,0.37547,2.0954,0.99521,0.02727,0.00376861,0.0012562,0.00376861,0.0012562,0.00376861,0.0012562,0.00376861,0.0012562
44,354.652,1.72084,1.17785,0.01778,0.8252,0.77037,0.81548,0.37282,2.0735,1.00809,0.02743,0.00367789,0.00122596,0.00367789,0.00122596,0.00367789,0.00122596,0.00367789,0.00122596
45,362.013,1.69284,1.20369,0.01672,0.78653,0.76422,0.8409,0.3751,2.058,1.01629,0.02777,0.00358652,0.00119551,0.00358652,0.00119551,0.00358652,0.00119551,0.00358652,0.00119551
46,369.275,1.68634,1.11491,0.01696,0.86328,0.72593,0.85532,0.3792,2.07894,0.92456,0.0277,0.00349461,0.00116487,0.00349461,0.00116487,0.00349461,0.00116487,0.00349461,0.00116487
47,376.493,1.69536,1.07729,0.01754,0.84957,0.75305,0.86029,0.38275,2.06139,0.95798,0.02669,0.00340224,0.00113408,0.00340224,0.00113408,0.00340224,0.00113408,0.00340224,0.00113408
48,383.595,1.65718,1.09007,0.01728,0.85693,0.72593,0.86151,0.38606,2.07542,0.91528,0.02795,0.0033095,0.00110317,0.0033095,0.00110317,0.0033095,0.00110317,0.0033095,0.00110317
49,390.962,1.68267,1.11395,0.01636,0.8586,0.71969,0.86197,0.38997,2.07011,0.92625,0.02715,0.00321649,0.00107216,0.00321649,0.00107216,0.00321649,0.00107216,0.00321649,0.00107216
50,398.289,1.66996,1.08168,0.01766,0.75058,0.83704,0.86068,0.39067,2.07793,0.91561,0.02784,0.00312329,0.0010411,0.00312329,0.0010411,0.00312329,0.0010411,0.00312329,0.0010411
51,405.414,1.7129,1.12467,0.01747,0.74098,0.82645,0.85535,0.38585,2.04077,0.99255,0.02686,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
52,412.505,1.6736,1.15844,0.01712,0.81289,0.74017,0.84557,0.3762,2.10763,0.9528,0.02865,0.00293671,0.000978903,0.00293671,0.000978903,0.00293671,0.000978903,0.00293671,0.000978903
53,419.645,1.71326,1.14257,0.01786,0.82035,0.78519,0.85802,0.38385,2.03447,0.94856,0.02686,0.00284351,0.000947837,0.00284351,0.000947837,0.00284351,0.000947837,0.00284351,0.000947837
54,426.777,1.60956,1.11374,0.01663,0.90506,0.70612,0.86038,0.37569,2.07275,0.96851,0.02671,0.0027505,0.000916833,0.0027505,0.000916833,0.0027505,0.000916833,0.0027505,0.000916833
55,434.031,1.6197,1.1063,0.01657,0.84164,0.75556,0.87024,0.38916,2.05524,0.94966,0.027,0.00265776,0.00088592,0.00265776,0.00088592,0.00265776,0.00088592,0.00265776,0.00088592
56,441.153,1.68597,1.09881,0.01797,0.90242,0.72593,0.87442,0.39446,2.06654,0.90074,0.02757,0.00256539,0.00085513,0.00256539,0.00085513,0.00256539,0.00085513,0.00256539,0.00085513
57,448.373,1.58387,1.07879,0.01549,0.81263,0.77103,0.83485,0.37349,2.05407,0.99433,0.02695,0.00247348,0.000824492,0.00247348,0.000824492,0.00247348,0.000824492,0.00247348,0.000824492
58,455.544,1.66005,1.09439,0.01742,0.84099,0.78519,0.86483,0.38925,2.07364,0.95227,0.02795,0.00238211,0.000794038,0.00238211,0.000794038,0.00238211,0.000794038,0.00238211,0.000794038
59,463.091,1.66734,1.06045,0.01677,0.84622,0.76296,0.86466,0.38899,2.06482,0.93594,0.0275,0.00229139,0.000763797,0.00229139,0.000763797,0.00229139,0.000763797,0.00229139,0.000763797
60,470.088,1.6043,1.01727,0.01593,0.82512,0.78519,0.85008,0.38686,2.04225,0.99308,0.0267,0.0022014,0.000733799,0.0022014,0.000733799,0.0022014,0.000733799,0.0022014,0.000733799
61,477.234,1.60206,1.05058,0.01646,0.83368,0.8,0.85432,0.37748,2.06259,0.99054,0.02694,0.00211222,0.000704073,0.00211222,0.000704073,0.00211222,0.000704073,0.00211222,0.000704073
62,484.395,1.6282,1.03507,0.01678,0.82671,0.79259,0.86774,0.38266,2.08981,0.90177,0.02797,0.00202395,0.000674649,0.00202395,0.000674649,0.00202395,0.000674649,0.00202395,0.000674649
63,491.625,1.64429,1.08979,0.01619,0.90304,0.74815,0.87119,0.38505,2.07999,0.95585,0.02801,0.00193667,0.000645557,0.00193667,0.000645557,0.00193667,0.000645557,0.00193667,0.000645557
64,499.224,1.671,1.02174,0.01621,0.84485,0.76639,0.8523,0.3876,2.06867,0.93582,0.02746,0.00185047,0.000616824,0.00185047,0.000616824,0.00185047,0.000616824,0.00185047,0.000616824
65,506.699,1.63934,1.12179,0.01713,0.85151,0.7646,0.85462,0.38917,2.0565,0.9602,0.02737,0.00176544,0.000588479,0.00176544,0.000588479,0.00176544,0.000588479,0.00176544,0.000588479
66,514.189,1.64819,1.08303,0.0173,0.84983,0.74815,0.85558,0.39481,2.07228,0.92851,0.02759,0.00168165,0.000560549,0.00168165,0.000560549,0.00168165,0.000560549,0.00168165,0.000560549
67,521.518,1.64406,1.12644,0.01644,0.86593,0.76553,0.85258,0.39355,2.09179,0.91209,0.02769,0.00159919,0.000533064,0.00159919,0.000533064,0.00159919,0.000533064,0.00159919,0.000533064
68,528.573,1.63405,1.10991,0.0169,0.87183,0.77778,0.86785,0.39544,2.07742,0.92853,0.02753,0.00151815,0.000506049,0.00151815,0.000506049,0.00151815,0.000506049,0.00151815,0.000506049
69,535.773,1.63481,1.08258,0.01736,0.85015,0.77037,0.85259,0.39296,2.08015,0.90586,0.0277,0.00143859,0.000479531,0.00143859,0.000479531,0.00143859,0.000479531,0.00143859,0.000479531
70,543.006,1.63362,1.04737,0.01614,0.86873,0.78434,0.85272,0.38662,2.07301,0.95072,0.02745,0.00136061,0.000453537,0.00136061,0.000453537,0.00136061,0.000453537,0.00136061,0.000453537
71,550.214,1.6116,1.08586,0.01645,0.87269,0.76296,0.84933,0.38668,2.07334,0.96072,0.02727,0.00128428,0.000428093,0.00128428,0.000428093,0.00128428,0.000428093,0.00128428,0.000428093
72,557.465,1.60598,1.05211,0.01578,0.87928,0.75532,0.85122,0.38713,2.08565,0.90818,0.02763,0.00120967,0.000403222,0.00120967,0.000403222,0.00120967,0.000403222,0.00120967,0.000403222
73,564.853,1.66187,1.0689,0.01612,0.84001,0.77781,0.86345,0.3949,2.0675,0.91856,0.02756,0.00113685,0.00037895,0.00113685,0.00037895,0.00113685,0.00037895,0.00113685,0.00037895
74,572.015,1.62058,1.03139,0.01605,0.84464,0.76515,0.8475,0.39246,2.07339,0.9008,0.02763,0.0010659,0.000355301,0.0010659,0.000355301,0.0010659,0.000355301,0.0010659,0.000355301
75,579.141,1.60232,1.00545,0.01654,0.83352,0.77778,0.85282,0.39516,2.07605,0.90388,0.02766,0.000996895,0.000332298,0.000996895,0.000332298,0.000996895,0.000332298,0.000996895,0.000332298
76,586.087,1.61448,1.05891,0.0164,0.82833,0.78519,0.85136,0.39484,2.07805,0.9016,0.0277,0.000929893,0.000309964,0.000929893,0.000309964,0.000929893,0.000309964,0.000929893,0.000309964
77,593.222,1.61278,1.1201,0.01651,0.84358,0.77037,0.84654,0.39463,2.07869,0.91747,0.02765,0.000864963,0.000288321,0.000864963,0.000288321,0.000864963,0.000288321,0.000864963,0.000288321
78,600.404,1.63032,1.04637,0.0165,0.86696,0.77236,0.84756,0.3886,2.09485,0.93179,0.02786,0.00080217,0.00026739,0.00080217,0.00026739,0.00080217,0.00026739,0.00080217,0.00026739
79,607.75,1.626,0.97414,0.01625,0.86708,0.77314,0.8553,0.39141,2.09727,0.90341,0.0279,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192
80,615.124,1.60013,1.05029,0.01647,0.84309,0.77037,0.85151,0.39376,2.08722,0.90635,0.0277,0.00068324,0.000227747,0.00068324,0.000227747,0.00068324,0.000227747,0.00068324,0.000227747
81,622.42,1.65408,0.9858,0.01645,0.85685,0.74815,0.8465,0.39145,2.09,0.8954,0.02788,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073
82,629.665,1.64686,1.09645,0.01662,0.89598,0.74815,0.86399,0.39152,2.08267,0.87891,0.02779,0.000573571,0.00019119,0.000573571,0.00019119,0.000573571,0.00019119,0.000573571,0.00019119
83,636.918,1.58227,1.08647,0.01597,0.86293,0.74613,0.84577,0.39209,2.08891,0.88399,0.028,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115
